key,0,1,2,3,4,5,6,7,8
#,RacingChocoboNameCategory,,,,,Name[0],Name[1],Name[2],
int32,RacingChocoboNameCategory,bool,bool,bool,bool,RacingChocoboName,RacingChocoboName,RacingChocoboName,uint16
0,"",False,False,False,False,"","","",0
1,"",False,False,False,False,"","","",0
2,"",False,False,False,False,"","","",0
3,"",False,False,False,False,"","","",0
4,"",False,False,False,False,"","","",0
5,"色",False,False,False,True,"Doré","","",0
6,"色",False,False,False,True,"Dorée","","",0
7,"素材",False,False,False,True,"Noire","","",0
8,"色",False,True,False,False,"Silberner","Silberner","Silberner",81
9,"色",False,True,False,False,"Fer","Fer","Fer",121
10,"色",False,False,False,True,"Grenat","Grenat","Grenat",123
11,"色",False,False,False,True,"Iron","","",0
12,"色",False,False,True,False,"Metal","","",0
13,"色",False,False,True,False,"Métal","Métal","Métal",128
14,"色",False,False,True,False,"Métallique","","",0
15,"色",False,False,False,True,"Opale","","",0
16,"色",False,False,False,True,"Perle","","",0
17,"色",False,False,False,True,"Seidige","","",0
18,"色",False,True,False,True,"Seidiger","Seidiger","Seidiger",143
19,"色",False,True,False,False,"Sphene","Sphene","Sphene",146
20,"色",False,False,False,True,"Geölte","","",0
21,"色",False,False,False,True,"Geölter","","",0
22,"色",False,False,False,True,"Parfait","","",0
23,"天文地理",False,False,False,True,"Perfect","","",0
24,"植物",False,False,False,True,"Positive","","",0
25,"色",False,False,False,True,"Premium","","",0
26,"色",False,True,False,False,"Pur","Pur","Pur",218
27,"色",False,False,False,True,"Pure","","",0
28,"色",False,True,False,False,"Edler","Edler","Edler",258
29,"色",False,True,False,True,"Gorgeous","Gorgeous","Gorgeous",266
30,"色",False,True,False,False,"Fringante","Fringante","Fringante",301
31,"色",False,False,False,True,"Innocent","","",0
32,"色",False,False,False,True,"Innocente","","",0
33,"色",False,False,False,True,"Brilliance","","",0
34,"色",False,False,False,True,"Chaos","","",0
35,"色",False,True,False,False,"Fee","Fee","Fee",391
36,"色",False,False,False,True,"Legende","","",0
37,"色",False,False,True,False,"Campagnarde","","",0
38,"色",False,False,True,False,"Cap","","",0
39,"色",False,False,True,False,"Citadin","","",0
40,"色",False,True,True,False,"Mercure","Mercure","Mercure",610
41,"色",False,False,True,False,"Mercury","","",0
42,"色",False,False,True,False,"Méridional","","",0
43,"色",False,False,True,False,"Méridionale","","",0
44,"色",False,True,False,False,"Occidentale","Occidentale","Occidentale",626
45,"色",False,True,False,False,"Orientale","Orientale","Orientale",628
46,"色",False,False,True,False,"Stream","","",0
47,"色",False,False,True,False,"","","",0
48,"色",False,False,True,False,"Sun","","",0
49,"色",False,False,False,True,"Thunder","","",0
50,"色",False,False,False,True,"Tonnerre","","",0
51,"色",False,True,True,True,"Tornade","Tornade","Tornade",737
52,"色",False,True,False,False,"Zéphyr","Zéphyr","Zéphyr",751
53,"素材",False,False,False,True,"Fire","","",0
54,"色",False,False,False,True,"Flare","","",0
55,"色",True,False,False,False,"Baroness","","",0
56,"色",False,True,False,False,"Herzog","Herzog","Herzog",984
57,"色",False,False,False,True,"Miss","","",0
58,"色",False,False,False,True,"Noble","","",0
59,"色",False,False,False,True,"Roi","","",0
60,"色",False,False,False,True,"Royal","","",0
61,"色",False,False,False,True,"Royale","","",0
62,"素材",False,False,False,True,"Final","Final","Final",1049
63,"色",False,False,False,True,"I","","",0
64,"色",False,True,False,True,"Maximale","Maximale","Maximale",1077
65,"色",False,False,False,True,"Vieux","","",0
66,"色",False,False,False,True,"Mataemon","","",0
67,"色",False,True,False,False,"Chariot","Chariot","Chariot",1184
68,"色",False,False,True,False,"Hiden","","",0
69,"色",False,False,True,False,"Hiten","","",0
70,"色",False,False,True,False,"Hobby","","",0
71,"色",False,False,False,True,"Ichimonji","Ichimonji","Ichimonji",1215
72,"色",False,False,False,True,"Kugel","","",0
73,"色",False,False,False,True,"La","","",0
74,"色",False,False,False,True,"Licol","","",0
75,"色",False,True,False,False,"South","South","South",1262
76,"色",False,False,True,False,"The","The","The",1266
77,"色",False,False,True,False,"Hermès","","",0
78,"色",False,False,True,False,"Séléné","","",0
79,"色",False,False,True,False,"","","",0
80,"色",False,False,True,False,"Rusty","","",0
81,"色",False,False,True,False,"So","So","So",1316
82,"色",False,False,True,False,"Running","","",0
83,"色",False,True,False,False,"","","",1321
84,"色",False,True,False,False,"Another","Another","Another",1324
85,"色",False,True,False,False,"Break","Break","Break",1336
86,"色",False,True,False,True,"Shape","Shape","Shape",1522
87,"色",False,False,False,True,"Resort","","",0
88,"色",False,False,False,True,"Loss","","",0
89,"色",False,False,False,True,"Cannon","","",0
90,"色",False,True,False,True,"Behold","Behold","Behold",1539
91,"色",False,False,False,True,"","","",0
92,"色",False,False,True,False,"des Immortels","","",0
93,"色",False,False,True,False,"de l'Ordre","","",0
94,"色",False,False,True,False,"Chantecler","","",0
95,"色",False,True,False,False,"This","This","This",1610
96,"色",False,True,False,False,"Square","Square","Square",1616
97,"素材",False,False,False,True,"Teioh","","",0
98,"形容詞2",False,True,False,False,"Blanc","Blanc","Blanc",10
99,"素材",False,True,False,True,"Blaue","Blaue","Blaue",12
100,"素材",False,False,False,True,"Blonde","","",0
101,"素材",False,True,False,False,"Cobalt","Cobalt","Cobalt",29
102,"素材",False,False,False,True,"Cuivrée","","",0
103,"素材",False,True,True,False,"Écarlate","Écarlate","Écarlate",36
104,"素材",False,True,False,False,"Darksteel","Darksteel","Darksteel",114
105,"素材",False,False,False,True,"Diamant","","",0
106,"素材",False,True,True,True,"Filante","Filante","Filante",176
107,"素材",False,False,False,True,"Spécial","","",0
108,"素材",False,True,False,False,"Belle","Belle","Belle",250
109,"素材",False,True,False,False,"Benevolent","Benevolent","Benevolent",282
110,"素材",False,False,False,True,"Bold","","",0
111,"素材",False,False,False,True,"Furie","","",0
112,"素材",False,True,False,False,"Impétueuse","Impétueuse","Impétueuse",309
113,"素材",False,False,False,True,"Impétueux","","",0
114,"素材",False,True,False,False,"Prodigue","Prodigue","Prodigue",328
115,"素材",False,False,True,True,"Vive","","",0
116,"素材",False,True,False,False,"Vorwitzige","Vorwitzige","Vorwitzige",359
117,"素材",False,False,True,False,"Novus","","",0
118,"素材",False,True,False,False,"Prodige","Prodige","Prodige",422
119,"素材",False,True,False,False,"Akane","Akane","Akane",427
120,"素材",False,False,False,True,"Ayame","","",0
121,"素材",False,False,False,True,"Ailé","","",0
122,"素材",False,True,False,False,"Wing","Wing","Wing",579
123,"素材",False,False,False,True,"Oriental","","",0
124,"素材",False,True,False,False,"Whirlwind","Whirlwind","Whirlwind",744
125,"素材",False,True,True,True,"Écho","Écho","Écho",758
126,"素材",False,False,True,False,"Centurion","","",0
127,"素材",False,True,False,False,"Walker","Walker","Walker",942
128,"素材",False,False,False,True,"Winner","","",0
129,"素材",False,False,False,True,"Winning","","",0
130,"素材",False,True,True,False,"Heroine","Heroine","Heroine",983
131,"素材",False,True,True,False,"Prinzessin","Prinzessin","Prinzessin",1026
132,"素材",False,False,False,True,"Queen","","",0
133,"素材",False,False,False,True,"Courte","","",0
134,"素材",False,False,False,True,"Vieille","","",0
135,"素材",False,True,False,False,"Bucephalus","Bucephalus","Bucephalus",1107
136,"素材",False,True,True,True,"Gridanisches","Gridanisches","Gridanisches",1158
137,"素材",False,False,True,False,"Line","","",0
138,"素材",False,False,False,True,"Ma","","",0
139,"素材",False,True,False,False,"Martingale","Martingale","Martingale",1227
140,"素材",False,False,True,True,"Trésor","","",0
141,"その他",False,False,True,False,"Angelic","Angelic","Angelic",1263
142,"素材",False,False,True,False,"Nophica's","Nophica's","Nophica's",1275
143,"素材",False,False,True,False,"Widdershins","","",0
144,"素材",False,False,True,False,"Without","","",0
145,"形容詞1",False,True,False,False,"Thy","Thy","Thy",1319
146,"素材",False,True,False,False,"Unbridled","Unbridled","Unbridled",1351
147,"素材",False,True,False,False,"Exit","Exit","Exit",1368
148,"素材",False,False,False,True,"","","",0
149,"素材",False,True,False,True,"Feet","Feet","Feet",1477
